1581144,/home/max/Downloads/Logs/2020/InternationalDeclarations.xes.gz
29388076,/home/max/Downloads/Logs/2020/2020_InternationalDeclarations.xes.compare.bench.xes
696896,/home/max/Downloads/Logs/2020/RequestForPayment.xes.gz
5674075,/home/max/Downloads/Logs/2020/2020_PrepaidTravelCost.xes.jxes.bench
15284080,/home/max/Downloads/Logs/2020/2020_RequestForPayment.xes.compare.bench.xes
14804916,/home/max/Downloads/Logs/2020/2020_DomesticDeclarations.xes.jxes.bench
15185594,/home/max/Downloads/Logs/2020/2020_RequestForPayment.xes
370047,/home/max/Downloads/Logs/2020/PrepaidTravelCost.xes.gz
23643717,/home/max/Downloads/Logs/2020/2020_PermitLog.xes.jxes.bench
33453812,/home/max/Downloads/Logs/2020/2020_PermitLog.xes.bench.xes
11038160,/home/max/Downloads/Logs/2020/2020_RequestForPayment.xes.jxes.bench
20925179,/home/max/Downloads/Logs/2020/2020_InternationalDeclarations.xes.jxes.bench
933930,/home/max/Downloads/Logs/2020/DomesticDeclarations.xes.gz
16287709,/home/max/Downloads/Logs/Helpdesk/helpdesk.xes.jxes.bench
24134013,/home/max/Downloads/Logs/Helpdesk/helpdesk.xes
24390189,/home/max/Downloads/Logs/Helpdesk/helpdesk.xes.compare.bench.xes
24390189,/home/max/Downloads/Logs/Helpdesk/helpdesk.xes.bench.xes
188774051,/home/max/Downloads/Logs/Road_Traffic/Road_Traffic_Fine_Management_Process.xes.compare.bench.xes
188774051,/home/max/Downloads/Logs/Road_Traffic/Road_Traffic_Fine_Management_Process.xes.bench.xes
185382899,/home/max/Downloads/Logs/Road_Traffic/Road_Traffic_Fine_Management_Process.xes
131062627,/home/max/Downloads/Logs/Road_Traffic/Road_Traffic_Fine_Management_Process.xes.jxes.bench
3454978,/home/max/Downloads/Logs/Road_Traffic_Fine_Management_Process.xes.gz
